album,data,musica,letra
Ponto Cego,2019-05-31 00:00:00,Janelas,"Janelas abertas
Mentes fechadas
Cortinas bonitas
Ideias erradas
A luz que não penetra a escuridão
Escolhas que restringem a visão
Panorama limitado
Uma depravada
Especulação
O preço é alto
Ganância ambição
A água que chega para destruir
Encharca as plantas que não tem raiz
Receitas fabricadas
Pra esclarecer
Humanos sem olfato e sem cor
Se um dia a luz entrar
E revelar os erros dessa existência
Mostrando sombras
O que é real
E não se pode esconder
Uma vida mensal
Entre quinas e contas
Nas paredes seguras
Dessa não-relação
No ponto cego é fácil disfarçar
O cheiro podre de todo andar
Se um dia o Sol entrar
E não aquecer
Só a noite vai morar
Dentro deste ser"
Ponto Cego,2019-05-31 00:00:00,Messias,"Bom dia, grupo! Olha a notícia
Sentimental e alarmista
Que desperta indignação
E aponta um inimigo
Bom dia, grupo! Olha a notícia
Gráficos e estatísticas
Condizentes com a intuição
O inimigo é culpado
Em meio à crise
Sacramentado salvador
Se quer acreditar
Unidos pelo ódio
A um mesmo inimigo
Que belo sentimento
Fazer parte da tribo
Preste atenção ao demagogo
Há trinta anos nesse jogo
Ele agora é a salvação
Ele agora é a salvação
Sem diálogo, nem projetos
Dando graças ao ódio e ao medo
Em meio à crise
Autoritário opressor
Vem pra contagiar
A epidemia se espalhou
Por todos os lados
A mentira viralizou
Tornou-se real
O horizonte é o ponto cego
Quando se olha só para si
É o preço que se paga
Se a democracia estiver
Entre o rei e o que ele quer
É a caneta ou a espada
Que prevalecerá
Em meio à crise
Autoritário opressor
Vem pra contagiar
Sacramentada pós verdade
Rebanho pronto pra aceitar
Criados pra matar
Aplaudindo o salvador"
Ponto Cego,2019-05-31 00:00:00,Receita Pro Fracasso,"Congele o investimento em saúde e educação
Reduza a idade de trancá-los na prisão
Desigualdade aumenta, a repressão também
Uma guerra de classes beneficia a quem?
Frágeis soluções
A pressão faz o sangue ferver
Alimentando frustrações
Receita pro fracasso
Busque um emprego com a terceirização
Pode negociar direto com o patrão
Aceite a migalha e nem pense em reclamar
Pois sempre terá outro querendo seu lugar
Alimente o próprio ego
Tudo mais é um ponto cego
Além da limitação
Inútil argumentação
Propague a insegurança
E o medo vai crescer
O medo vira ódio
O ódio busca um alvo
Receita pro fracasso
Salve-se quem puder
Polarize
Emburreça
Mexa a massa
Leve ao fogo
Frágeis soluções
A pressão faz o sangue ferver
Alimentando frustrações
Receita pro fracasso
Aproveite para consumir
Desenfreadamente
Todo e qualquer recurso
Humanos vão prevalecer
E essa é a receita"
Ponto Cego,2019-05-31 00:00:00,Descendo As Escadas,"Descendo as escadas
A vida alheia entretém
São Paulo machuca e a solidão também
Venda casada, a solução final
Numa história vazia a empatia se desfez
Em corredores, cultos e ações
Comportamentos afetados por lições
Se faz valer sempre o mais forte
Em nome do perdão, deuses fazem reféns
Dedo no gatilho, sempre a reação
Encarar escolhas, enfrentar o depois
Interpretar a vítima pronto pra matar
Não se deve contestar
Não vai adiantar
Tentar esconder
No ponto cego neutro e seguro
Que encontrou
Dentro de um vazio
Que não cicatrizou
E não vai denunciar
Nem se mostrar cruel
Do branco da parede
Determinada perfeição
Insultos inanimados, uma vida sem som
Por trás das evidências, uma moral sem cor
Escuridão humana travestida de ação
Mãos sob controle, ocupam a visão
Hipnose em massa, assimilação
Interpretar a vítima pronta pra morrer
É preciso compreender
Não vai adiantar
Tentar esconder
No ponto cego neutro e seguro
Que encontrou
Dentro de um vazio
Que não cicatrizou
E não vai denunciar
Nem hesitar
Em se mostrar cruel
Água empoçada, rigidez, torpor
Discurso de casta, modelo importado
Baixa tolerância, alta infração
Seguindo a hierarquia e vivendo em negação
Não vai justificar
Roubar pra empreender
Cuspir, bater a porta
Ordenar quando convém
Comércio a sangue frio
Sofrimento é transação
E não vai denunciar
Nem se mostrar cruel"
Ponto Cego,2019-05-31 00:00:00,O Outro do Outro,"[Verso 1]
Sem janelas, só espelhos
A boa vida no apertamento
Proteção que aliena a quem convém
Sufocando em segurança
Retorcendo e distorcendo a razão
Interesses que não servem mais ninguém
Cresce o muro, cresce a grade
Cresce o ego insustentavelmente
Cresce o medo, o ódio e o desdém
[Pré-Refrão 1]
Ganhar mudando as leis, viver sem competir
Desaprender a enxergar e a sentir
[Refrão]
O ponto cego desumaniza o outro
Nega e anula o outro
E o outro do outro do outro
[Verso 2]
Amor devido é amor não pago
Dentro de uma escala de valor
A prudência que é capaz de anular
Aplaudido pelo ego
O reforço opositivo para si
Dividir a dívida pra se isentar
[Pré-Refrão 2]
Responsabilizar, acusar, repreender
Aqueles que não poderão se defender
[Refrão]
O ponto cego desumaniza o outro
Nega e anula o outro
E o outro do outro do outro
[Ponte 1]
Cativeiro privativo
Alto custo de manutenção
Esperando a chegada do passado
Fragilidade extrema
Revivendo a confrontação
Resignado ao quadrado
[Refrão]
O ponto cego desumaniza o outro
Nega e anula o outro
E o outro do outro do outro
[Ponte 2]
Auto-ajuda, gasolina
Nos limites entre contas e quinas
Pobres cachorros prontos pra se adaptar
Na caverna, o que vê é só o que há
Receita fabricada para confundir
O outro do outro do outro"
Vitória,2015-02-24 00:00:00,Selfegofactóide,"Se julga esperto demais
Rotula como burro o que o outro faz
Todo dia, toda vida com todo escárnio sorri
Hoje o que vai achar continuar a fingir
Todas as críticas defeito alheio se esconder de si
Mais um factoide torne real
Minta sobre mérito muito mais fácil é transferir
Faça direito, se torne bom faça melhor
Transformando frustração em teatro moral
Fogueira da vaidade culpa mágica coberta de sinceridade
Conceito segregado formação de opinião
Complicado enganar
Fino verniz de honestidade tentando convencer
E inventar uma razão
Nem seu desprezo sequer seu valor
Pra sustentar sua mentira
Precisa mais de mim que eu de você
Não se cria uma verdade
Entenda de verdade é só preciso perceber
Não invente em outros problemas que são seus
Continuas um cristão só que agora sem um deus
Selfegofactóide selfegofactóide
Nem seu desprezo sequer seu valor
Pra sustentar sua mentira
Precisa mais de mim que eu de você"
Vitória,2015-02-24 00:00:00,Jogojogo,"Planos corretos
Metas traçadas
Em um futuro desenhado
Chega a ser cômico
Como tudo parece se encaixar
Como vocês chegaram neste nível?
De realmente acreditar
Que ser cínico, omisso e desonesto
Te levaria a algum lugar
Finjo levar a sério
E ainda jogo o jogo
Mesmos colégios
Mesmas idéias
Mesmos programas de tv
Sempre educados
E excludentes
Assim pensamos mais igual
No preconceito acredito
De me parecer com você
Perco algum tempo insistindo
Pensar que tive outra opção
Podia estar em outro lugar
Finjo levar a sério
E agora jogo o jogo
Cansei de respostas fáceis
Resistir é dizer sim
Trabalho esse drama
Rindo sempre de mim
Quais as chances, quantas chances
Todas as chances, nenhuma chance
Joga o jogo! Joga o jogo!
Jogar! Jogar! Joga o jogo!!"
Vitória,2015-02-24 00:00:00,912 passos,"Até que tentei relevar e viver o momento
Deixar de lado o sofrimento e tudo o que vejo
Não olhar para o lado... Não é necessário
Verdades são verdades vão
Mundos herméticos paralelos sobrepostos!
Conto os passos pra ser racional
Zero tudo quanto chego em nenhum lugar
Quem precisa do seu sorriso, quem precisa se esforçar?
Todos nós sabemos o desprezo é mútuo
Não me cobre não me culpe, por agir como você
Sem demagogia, mas ninguém quer saber!
Verdades não, verdades vão
Verdades são verdades!
Verdades não, verdades vão
Quem precisa saber? Quem precisa saber?
Conto os passos pra ser racional
Zero tudo quando chego em nenhum lugar
Sussurro: (um, dois, três, começo tudo outra vez
O meu caminho é o foco, no mar cartesiano e numa regra de três)
Screamo: (nestor pestana cruzo a consolação
Desço a rua araújo, olho pro chão! Ignoro o copan
Estação república! A multidão ninguém é humano
Mas vai ficar tudo bem!)
Vejo fatos da vida real
Tão distantes que mal chegam a me afetar
Conto os passos pra ser racional
Zero tudo quanto chego em nenhum lugar"
Vitória,2015-02-24 00:00:00,Nous sommes les paraibes,"Os não brancos os escravos a classe mais sem classe
Somos o que sobra não somos ninguém
Despreparados desprezados muito pouco educados
Sabedoria inconsciente do agora aqui
Nous sommes les paraibes
Post apres proto
Nous sommes les paraibes
Nous sommes les paraibes!
La revolution
Sem futuro os que servem
O chão do mundo os que não esperam
A vida usurpada é nossa simplesmente por que sim
A festa dos excluídos driblando a repressão
Em cada clichê racista somos máxima reação
Nous sommes les paraibes
Post apres proto
Nós somos o futuro não escrito
Nós somos os paraíbas
Nós somos o que não se previu
Será televisionado o rebote das massas
As balas verdadeiras a reação a baderna
Verá! uma montanha de corpos
Dos que sempre morreram em nome da ordem
Virá! um futuro sem classes
Onde tudo será arte de viver como iguais
Nós somos! nós somos! nós somos!
Nós somos"
Vitória,2015-02-24 00:00:00,Sem Sinal,"[Verso 1]
O despertador me rasga o sonho
Rompendo a conexão
Há muito não se sente descansado
Contando os passos, desgastado
Sozinho, desconectado
[Pré-Refrão 1]
Virtualmente real, o que posso dizer?
Verdade vazia
Novas conversas, novas janelas
Não acham mais espaço aqui
[Pré-Refrão 2]
Ninguém para chamar
Ninguém para escutar
Com pouca energia
[Refrão]
Sem sinal, não há conexão
Tente outra, tente outra vez
Sem sinal para atualizações
Tente outra, tente outra vez
[Ponte 1]
Alerta a esperar por mais informação
Guardando energia
[Refrão]
Sem sinal, não há conexão
Tente outra, tente outra vez
Sem sinal para atualizações
Tente outra, tente outra vez
[Ponte 2]
Silencioso, vou vibrar
Vou vibrar com o que há por vir"
Vitória,2015-02-24 00:00:00,Lupita,"[Verso 1]
O acaso se apresenta, tempo se relativiza
Vida ressurge regras, tempo e desejo
O que aconteceu? O que acontecerá?
Agonia frustrante, futuro do pretérito
Mais oito, quanto mais? Sei bem que o que sinto
Preferia mentir, mas este não é o acordo
[Refrão 1]
Seus olhos são, seus olhos vão
Me arrastar pra sempre
Um minuto eterno, o perene, o incerto
Quero me afogar
[Pós-Refrão]
Neste momento
[Verso 2]
Tantas perguntas, tantas certezas
Belas escolhas entre o eterno e o feliz
Erro teu nome, preferia acertar
Solarei pelo tempo necessário
Um nome pro perfeito, o que importa?
Que a vida nos leve a imperfeição de encontros tortos
[Refrão 2]
Seus olhos são, seus olhos vão
Me completar como ninguém
O lapso, o erro atemporal, o não verbal
[Ponte]
Seus olhos vão me levar à outra coincidência
Mais um eclipse lunar mal posso esperar
[Refrão 1]
Seus olhos são, seus olhos vão
Me arrastar pra sempre
Um minuto eterno, o perene, o incerto
Quero me afogar"
Vitória,2015-02-24 00:00:00,Cara Violência,"[Intro]
Então é assim, não há remédio
Ficar aqui, morrer de tédio
Sentar no sofá sem conversar
Sentindo o ódio suprimindo em mim
Esse é o fim, não há mistério
Olhe pra mim, me dá um crédito
Sei que nada vai adiantar
Mas, por favor, para de sorrir
[Verso 1]
Escrevo em um esforço para relembrar
Esclarecer e superar
Refazer meus passos até aqui
Tenta me reconstruir
É tão ridículo o quão fácil vou me entregar
À valente, sedutora
Que Deus faz ao mundo de um inseguro
Prestes a explodir
[Refrão]
Sempre, sempre, sempre, sempre eu
Mostrando os dentes com amor
Sempre, sempre, sempre, sempre eu
Eô eô
[Pós-Refrão]
Só os mais fortes têm o poder
Você pode o que quiser
Nessa luxúria que é reagir
Estará pronto pro que vier
[Verso 2]
Foi impossível resistir a me deixar levar
E confiar em sua força
Só me dei conta do que perdi quando vi, tudo ir
Queimando as pontes, me abandona aqui nesse lugar
O covarde e suas escolhas
Sei que irá seu rumo, dando seus pulos
Sempre a seduzir
[Refrão]
Sempre, sempre, sempre, sempre eu
Mostrando os dentes com amor
Sempre, sempre, sempre, sempre eu
Eô eô
[Ponte]
Sei viverá em mim
E onde mais quiser
Sua força não tem fim
Esteja onde estiver"
Vitória,2015-02-24 00:00:00,Obsoleto,"[Verso 1]
Muitos caminhos pra seguir
Como um cordeiro, seguiu a multidão
Tanta cultura pra te fazer melhor
Entregou seu cérebro a televisão
[Pré-Refrão 1]
Obsoleto! Enganado! Inútil! Descartado!
[Refrão 1]
Tarde demais pra reclamar de suas escolhas
[Verso 2]
Podia ir pra qualquer lugar
Com medo, arrumou uma função
Gastou o tempo de tanto trabalhar
Bater as metas, bônus, promoção
[Pré-Refrão 2]
Obsoleto! Inviável! Consumidor! Imbecil!
[Refrão 1]
Tarde demais pra reclamar de suas escolhas
[Refrão 2]
Tarde demais!
Foi você mesmo que escolheu este caminho
Tarde demais! Deus te quer mal!
Você se odeia, mas se orgulha do que não é"
Vitória,2015-02-24 00:00:00,Kryptonita,"[Verso 1]
O Super-Homem cai do céu feito uma pedra, Kryptonita
[Pré-Refrão 1]
Na vida, nós temos outro Estado que não funcionou
República rocha destruída por um sopro só
[Verso 2]
Rickson Francis poderoso, violentamente se expondo
A direita tinha razão
Boson Reagan mostra os dentes da vingança
Bate a porta e se sente mal
[Pré-Refrão 2]
Minha vida, meu erros, todas as regras pisadas ao chão
Contrato rasgado, instinto saciado, frustração
[Pré-Refrão 3]
Matemática social, coerência primitiva
O Rei está nu, pune e vigia
[Refrão]
Dia 2 eu morro e cerro os dentes
Dia 3 a ficha cai, tudo que poderia
Dia 5, imploro, suplico: ""tente me perdoar""
[Ponte]
Kryptonita, Kryptonita
Haverá quem nunca vai entender
Haverá quem não vá perdoar
Que se cumpra a pena, a falta capital
Pena de morte pro resto da vida
Pena de vida numa cultura falida"
Vitória,2015-02-24 00:00:00,Vitória,"Sufocar, atrás de paredes que se fecham
Numa cidade sem espaço pra crescer
Optar entre a guilhotina e a gravata
Se moldando ao meio, imaginando ter poder
Tudo ao redor
Parece encolher
Do pó ao pó
Nada vai florescer
O rolo compressor te atropela
Vem te esmagar!
Permanecer de pé!
(De pé até o fim)
Permanecer de pé!
(De pé até o fim)
Focar, competir, vencer!
Prosseguir
Por novos caminhos não tão estreitos
No labirinto de desejo artificial
Ser mais um
Pode fazer toda a diferença
Não questione
Ninguem vai te responder
Inquietação
Sem poder, sem viver
Pronto pra ação
Enfrentar, combater
Quem for tentar te derrubar
Tentar te derrubar!
Permanecer de pé!
(De pé até o fim)
Permanecer de pé!
(De pé até o fim)
Saber o que quer
E onde quer chegar
Permanecer de pé!
(De pé até o fim)
Permanecer de pé!
(De pé até o fim)
Não podem mais te derrubar
(Não podem mais te derrubar)
O antigo, inimigo cedeu o espaço
Pra um desafio ainda maior
Se manter de pé
Contra o que vier
Vencer os medos
Mostrar ao que veio
Ter o foco ali
E sempre seguir
Rumo a vitória!"
Vitória,2015-02-24 00:00:00,Procrastinando,"[Verso 1]
Você se põe a frente, se julga estar por um triz
Sempre adiando o que te faz feliz
Esperando por um gráfico, uma linha reta a seguir
Procrastinando equivocado tentando confundir
[Refrão]
Só mais um passo, medo do abismo
Medo de tudo, a vida esperando e você não diz sim
[Pós-Refrão]
Procrastinando, procrastinar
[Verso 2]
Você se sente abaixo se julga ser o pior
Sempre adiando o que te faz melhor
Obcecado por um líder esperando um salvador
Pragmática sabotagem procrastinador
[Refrão]
Só mais um passo, medo do abismo
Medo de tudo, a vida esperando e você não diz sim"
Vitória,2015-02-24 00:00:00,Sausalito,"[Verso 1]
We born alone, we die alone
Nem precisava sem assim
Can't feel the air inside my lung
In the bay area cold breeze
[Refrão 1]
Não acredito, estou sufocando
Eu vou morrer neste lugar
Levei uma vida pra chegar até aqui
Tudo parece se apagar
[Refrão 2]
Where's the air? Mom, please help me
I'm gonna die in San Francisco
Shit, what an irony
[Verso 2]
Can't feel my arms, can't feel hands
At least I saw that big trees
Este lugar é o mais legal para se morrer
Sim, eu já me convenci
Precisa mesmo ser agora?
Logo na primeira vez?
[Pré-Refrão]
Call the rescue, call the police
Nós vamos ser deportados
Pra Guantánamo ou mofar em Alcatraz
[Refrão 2]
Where's the air? Mom, please help me
I'm gonna die in San Francisco
Shit, what an irony!
[Refrão 1]
Não acredito estou sufocando
Eu vou morrer neste lugar
Levei uma vida pra chegar até aqui
Tudo aparece se apagar
[Ponte]
What I think now? I don't know
Feel the death, gonna die alone
I think I'm happy now in this parking lot
De tirar o fôlego este visual
Sausalito, the last station
Sausalito, my last breath"
Vitória,2015-02-24 00:00:00,Gigante e Inseguro,"[Verso 1]
O que despertou tão gigante insegurança?
Tão preguiçosa busca por informação?
O que transformou o que era sede por mudança
Nesse discurso sobre Deus e tradição?
[Pré-Refrão 1]
Perdão por me prender nesse assunto
Mas é um choque você não recordar
O quão de ponta-cabeça era o mundo
Que o tumulto de quem quis discordar
Com sua permissão, me censuro
Ou se quiser, posso sumir e não voltar
Siga em frente com seu conservadorismo
E ponha a ordem necessária a este lugar
[Refrão]
Manter a tradição da exploração, sua família é a eleita
Foi de oposição a imposição como um direto de direita
Deixe os gritos nas ruas e não no porão
[Verso 2]
Incorporou o ativista do Estado
E agora chama o Golpe de revolução
Copiou, colou essa imagem do passado
Deletando todo o sangue pelo chão
[Pré-Refrão 2]
Repetindo com a mesma arrogância
Mandamentos feitos pra te dominar
Entregando seu voto de confiança
Para aquele que vai te crucificar
[Ponte 1]
Progressistas retrógrados e sociais eleitores
Dando direitos a humanos, não a pecadores
Livrai-nos desse mal, dessa falsa moral, livrai-nos desse mal
[Refrão]
Manter a tradição da exploração, sua família é a eleita
Foi de oposição a imposição como um direto de direita
Deixe os gritos nas ruas e não no porão
[Ponte 2]
Poder para o poder, crescer, enriquecer
Escolher, não escolher, livre para obedecer
[Ponte 3]
Livrai-nos desse mal
Dessa falsa moral
Livrai-nos desse mal"
Vitória,2015-02-24 00:00:00,Pontilhão,"[Verso 1]
Nos extremos, vivemos, dizem ser moderação
Dos dois lados da ponte, uma ou outra opção
Só usamos seus limites pra pular
O que nos aniquila poderia nos salvar
[Pré-Refrão]
Aprender, perder ou vencer, perder ou vencer
[Refrão 1]
Nunca nos encontramos, sempre estamos sós
Nenhuma sutileza, pura padronização
[Pós-Refrão]
Culpados recorrentes
Medrosos culturais
Isolados funcionais
[Verso 2]
Conformados, seguimos em prol da civilização
É matar ou morrer, a higiene da competição
Nos falta tempo para reagir
Num vazio tratável, confundir
[Pré-Refrão]
Aprender, perder ou vencer, perder ou vencer
[Refrão 1]
Nunca nos encontramos, sempre estamos sós
Nenhuma sutileza, pura padronização
[Refrão 2]
A propaganda, somos todos livres
Poder de reagir, transformado em esperança
E nada mais, e nada mais
[Refrão 1]
Nunca nos encontramos, sempre estamos sós
Nenhuma sutileza, pura padronização
[Refrão 2]
A propaganda, somos todos livres
Poder de reagir, transformado em esperança
E nada mais, e nada mais"
Vitória,2015-02-24 00:00:00,Roubando Comida,"[Verso 1]
Ele é limpinho
Toma banho e penteia o cabelinho
Faz a barba e toma iogurte
Paga seus impostos em dia
Fala baixo e respeita o vizinho
Respeita a polícia militar
Diz trabalhar feito um camelo
E odiar os nordestinos
[Refrão 1]
Nada melhor
Um cidadão de bem
Entende seus direitos
Pensando mais além
[Verso 2]
Sempre pronto pra dar um conselho
Vê um bom sujeito no espelho
Se relaciona com as pessoas certas
Sempre, as mais espertas
Se diverte na festa
Murcha uma de testa
Acredita em violar o estado
Sempre em seu proveito
Acredita na família e na igreja
Uma cidade limpa é o que deseja
Sem crianças pretas na sarjeta
Apóia grupos de extermínio
[Refrão 1]
Nada melhor
Um cidadão de bem
Entende seus direitos
Pensando mais além
[Ponte]
Mas o salário não dava
Vivia além do que podia
Comprando tudo o que via, veio a carestia
Achava entender economia
A dívida crescendo e a insatisfação
Um homem bom com crédito
Foi preso roubando comida
[Refrão 2]
Nada melhor (Roubando comida)
Um cidadão de bem (Roubando comida)
Entende seus direitos (Roubando comida)
Pensando mais além"
Contra Todos,2009-02-03 00:00:00,Não,"Não, não quero ouvir o que você diz
E nem ler as suas regras
Testando minha paciência ao limite de explodir
Eu quero fazer no meu tempo
Chegou minha hora de falar
Cansei de ouvir sua perfeição
Sua higiene me insulta
E seu medo e pudor me fazem rir
É assim, a partir de agora
Poder em minhas mãos
Sim!
A sua voz ainda é mais alta
O que você tem de certo se tornou isso aqui
Sim, o meu caminho é diferente
E sou eu quem vai trilhar"
Contra Todos,2009-02-03 00:00:00,Autonomia,"Disse que daqui pra frente seguiria só
Não se prenderia a nada buscando algo melhor
Na esperança que consiga e não se engane
Hora de virar as costas e seguir
Completou: ""Aquele não era mais o caminho.""
Estar na comunidade era morrer
Teve coragem de dizer: ""Isso não me diz nada mais""
Preferiu enfrentar todas as acusações
E tatear no escuro
Honestidade pra manter o sangue quente
Orgulhoso em ver
Daqui pra frente só você
Ouça a música e dance como um louco buscando por autonomia
Deixe seu coração bater
Não sinta vergonha, feche os olhos, agora guie sem as mãos
Deixe seu coração bater
Nem errado, nem certo
Nem bem, nem mal
Nem rico, nem pobre
Vencedor ou perdedor
Humilde ou soberbo
Apenas trilhando algo que é só seu
Dentro e fora de moldes
Criando outros clichês
Ouça a música e dance como um louco buscando por autonomia
Deixe seu coração bater
Não sinta vergonha, feche os olhos, agora guie sem as mãos
Deixe seu coração bater
Por liberdade e mais ação
Deixe seu coração bater
Por mais um sonho, outra mentira
Deixe seu coração bater"
Contra Todos,2009-02-03 00:00:00,Venceremos,"Nós sabemos, as coisas não foram assim tão fáceis
In this brazaland way of life
Poucos ficaram pra contar a história
Como sabia, não nos odiamos tanto mais
Fico imaginando quem roubou nossa inocência
Tento descobrir a quem culpar
Como nos velhos tempos
Dedos apontados
Sendo positivo na melhor das intenções
Veja, os garotos ainda estão aqui!
Gritando por mudança
Veja, eles ainda acreditam
Em se unir, lutar, ganhar poder
Tantas divisões pelo caminho
Nossa guerra sempre foi a menos pior
Se ainda conseguimos rir de tudo
Por pior que isso seja ainda faz a diferença
Fico imaginando quem roubou nossa inocência
Tento descobrir a quem culpar
Quero acreditar na velha ou na nova
Em ser positivo e nunca desistir
Veja, os garotos ainda estão aqui!
Gritando por mudança
Veja, eles ainda acreditam
Em se unir, lutar, ganhar poder
Se não somos iguais
O que nos mata é sempre o mesmo
Venceremos!
Se não estamos unidos
Saibamos o que derrubar
Venceremos!
Se não for por você que seja pelo seu igual
Venceremos!
Faça por você! Faça por todos nós! Faça por ninguém!"
Contra Todos,2009-02-03 00:00:00,Quente,"[Verso 1]
Meus pés não me conduzem mais pra onde quero
Pra trabalhar, vou pagar bem caro nessa bota de ferro
As ruas da cidade vestem rios de uma sopa preta
Onda de calor refletida num deserto vertical
[Pré-Refrão 1]
E o Sol faz seu papel como sempre fez
[Refrão]
Quantos graus a mais posso suportar
Esperando suas lentas decisões?
[Verso 2]
Procuro pedras frias pra não me queimar
Onde ando, me protejo, não me comprometo
Não me importa todo esse inferno escaldante
Preciso andar bem rápido, de encontro àquela miragem
[Pré-Refrão 2]
E o Sol faz seu papel como nunca fez
[Ponte]
Poeira sobre minha pele
Combustão nada espontânea
Veias infladas prestes a explodir
Quanto tempo até tudo queimar?
[Refrão]
Quantos graus a mais posso suportar
Esperando suas lentas decisões?"
Contra Todos,2009-02-03 00:00:00,Subprodutos,"[Verso 1]
A felicidade é para poucos
Todos nós sabemos, o mundo é ruim
A ironia é desejar e nunca ter
A propaganda diz: você precisa
Angústia na virada da estação
Um produto pra te tornar especial
Consumo necessário and very cool
Não seja um perdedor
[Refrão 1]
A grande solução, vamos resolver
Uma pra dormir, duas pra acordar
Bem adaptados, todos passam bem
Belo novo mundo
[Verso 2]
Buscando sempre o diferencial
O importante é nunca se deixar levar
Intransigente diferença torna igual
[Verso 3]
A ironia é desejar e nunca ter
A propaganda diz: você precisa
O desejo sempre se parece o mesmo
Massificado ou customizado
Vanguarda exigente, mercado especial
Leve a cópia como se fosse original
[Refrão 2]
A grande solução, veja como é simples
Uma grade aqui, um alarme lá
Bem resolvidos, todos preparados
Em nossa igualdade
[Pós-Refrão]
Pros mais iguais obviamente
Paz pra mim e guerra pra todos vocês
[Ponte]
Subproduto do subproduto
De todo conceito que cria a cultura
Do subproduto da massa ou da elite
O que somos nós?
De toda histeria de estar inserido
Mesmo outsider ou très impotent
No final das contas quem
Come a bosta de quem?
[Verso 3]
Cientistas criando novas soluções
Artistas sendo originais
Médicos fazendo pílulas legais
Escolha, escolha"
Contra Todos,2009-02-03 00:00:00,Asfalto,"[Intro]
De olho na estrada pra partir
Quantas vezes mais for necessário o ritual
A van carregada de estopim
Munidos de idéias e vontade de poder
[Verso 1]
Mais alguns quilômetros, ninguém vai nos parar
Não recebo aviso de quem nunca se arriscou
Seguindo as placas do nosso caminho
[Refrão 1]
Vou retornar daqui
Ausfahrt ficou pra trás, não consigo encontrar
Descarregar em ti
Tudo em que acredito, mas amanha vou embora
[Pós-Refrão]
Tenho pouco tempo a dividir
[Verso 2]
O pedágio esta mais caro, é meia volta ou pagar
E sustentar uma duzia de bandidos
Mas vale quase tudo pelo motivo
[Refrão 2]
Vou retornar daqui
Ausfahrt ficou pra trás, não consigo encontrar
Estacionar aqui
E rever alguns amigos, novas histórias sobre a guerra
[Ponte 1]
Não tenho costas pra me levantar
Dormir quatro minutos até frear
Os porcos nos pararam, falam do cascalho
Perguntam pelas notas dos CDs pra intimidar
[Ponte 2]
Vivendo nos buracos do asfalto
O combustível que nos faz correr de encontro ao incerto
Sem meios de prevenir
Se as coisas vão da certo ou errado
[Ponte 3]
Ninguém vai nos parar, não tente nos parar
Não tente nos parar, não tente nos parar
(Ausfahrt é a maior cidade daqui)
(Todos procuramos mas ninguém pode encontrar)
Não tente nos parar
(Se as coisas podem dar muito certo ali)
(Por que não podem dar por lá?)
[Refrão 1]
Vou retornar daqui
Ausfahrt ficou pra trás, não consigo encontrar
Descarregar em ti
Tudo em que acredito, mas amanha vou embora
[Pós-Refrão]
Tenho pouco tempo a dividir"
Contra Todos,2009-02-03 00:00:00,Contra Todos,"[Verso 1]
Nas armadilhas da cidade que nos causa repulsa
Nosso horizonte podia ser mais azul
Mas você fica tão bem sob esses tons de cinza
E seus olhos verdes sempre me refletem algo bom
[Verso 2]
Isso é uma guerra e nós sabemos, fomos criados no meio disso
E no fim das contas ia piorar
Posso ver que está cansada, entendo seu mau-humor
Espero que não desista
[Refrão 1]
Baby, você pode o que quiser
A vida é tua, e eu sei, podia ser melhor
Somos nós contra todos, vamos vencer
Somos nós contra todos, vamos vencer
[Verso 3]
Eu sei, são muitos ladrões, ""gangueiros"", mendigos e ""nóias""
Viver no meio do que sobra disso aqui não é tão bom
Mesmo eles chamando de Manhattan o que sabemos ser
A Bombaim glamourosa
[Refrão 1]
Baby, você pode o que quiser
A vida é tua, e eu sei, podia ser melhor
Somos nós contra todos, vamos vencer
Somos nós contra todos, vamos vencer
[Refrão 2]
Somos parte do jogo sem perceber
Somos nós contra todos, eu e você
[Ponte 1]
Contra todos (Contra todos, contra todos)
Contra todos (Contra todos, contra todos)
[Ponte 2]
Somos nós, somos nós, somos nós, somos nós
Somos nós, somos nós, somos nós, somos nós
Somos nós contra todos"
Contra Todos,2009-02-03 00:00:00,Shark Attack,"Here we are, another awesome sunny day
Warm water, intense ocean blues
I got my board and started swimming out from the shore
But something bit me and took away my feet
Shark attack! Shark attack! Shark attack! Shark attack!
Shark attack! Shark attack! Olinda shark attack!
Let the man get what he deserves"
