album,data,musica,letra
vitória,2015-02-24T00:00:00.000000,selfegofactóide,"se julga esperto demais rotula como burro o que o outro faz todo dia, toda vida com todo escárnio sorri hoje o que vai achar continuar a fingir todas as críticas defeito alheio se esconder de si mais um factoide torne real minta sobre mérito muito mais fácil é transferir faça direito, se torne bom faça melhor transformando frustração em teatro moral fogueira da vaidade culpa mágica coberta de sinceridade conceito segregado formação de opinião complicado enganar fino verniz de honestidade tentando convencer e inventar uma razão nem seu desprezo sequer seu valor pra sustentar sua mentira precisa mais de mim que eu de você não se cria uma verdade entenda de verdade é só preciso perceber não invente em outros problemas que são seus continuas um cristão só que agora sem um deus selfegofactóide selfegofactóide nem seu desprezo sequer seu valor pra sustentar sua mentira precisa mais de mim que eu de você"
vitória,2015-02-24T00:00:00.000000,jogojogo,"planos corretos metas traçadas em um futuro desenhado chega a ser cômico como tudo parece se encaixar como vocês chegaram neste nível? de realmente acreditar que ser cínico, omisso e desonesto te levaria a algum lugar finjo levar a sério e ainda jogo o jogo mesmos colégios mesmas idéias mesmos programas de tv sempre educados e excludentes assim pensamos mais igual no preconceito acredito de me parecer com você perco algum tempo insistindo pensar que tive outra opção podia estar em outro lugar finjo levar a sério e agora jogo o jogo cansei de respostas fáceis resistir é dizer sim trabalho esse drama rindo sempre de mim quais as chances, quantas chances todas as chances, nenhuma chance joga o jogo! joga o jogo! jogar! jogar! joga o jogo!!"
vitória,2015-02-24T00:00:00.000000,912 passos,"até que tentei relevar e viver o momento deixar de lado o sofrimento e tudo o que vejo não olhar para o lado... não é necessário verdades são verdades vão mundos herméticos paralelos sobrepostos! conto os passos pra ser racional zero tudo quanto chego em nenhum lugar quem precisa do seu sorriso, quem precisa se esforçar? todos nós sabemos o desprezo é mútuo não me cobre não me culpe, por agir como você sem demagogia, mas ninguém quer saber! verdades não, verdades vão verdades são verdades! verdades não, verdades vão quem precisa saber? quem precisa saber? conto os passos pra ser racional zero tudo quando chego em nenhum lugar sussurro: (um, dois, três, começo tudo outra vez o meu caminho é o foco, no mar cartesiano e numa regra de três) screamo: (nestor pestana cruzo a consolação desço a rua araújo, olho pro chão! ignoro o copan estação república! a multidão ninguém é humano mas vai ficar tudo bem!) vejo fatos da vida real tão distantes que mal chegam a me afetar conto os passos pra ser racional zero tudo quanto chego em nenhum lugar"
vitória,2015-02-24T00:00:00.000000,nous sommes les paraibes,os não brancos os escravos a classe mais sem classe somos o que sobra não somos ninguém despreparados desprezados muito pouco educados sabedoria inconsciente do agora aqui nous sommes les paraibes post apres proto nous sommes les paraibes nous sommes les paraibes! la revolution sem futuro os que servem o chão do mundo os que não esperam a vida usurpada é nossa simplesmente por que sim a festa dos excluídos driblando a repressão em cada clichê racista somos máxima reação nous sommes les paraibes post apres proto nós somos o futuro não escrito nós somos os paraíbas nós somos o que não se previu será televisionado o rebote das massas as balas verdadeiras a reação a baderna verá! uma montanha de corpos dos que sempre morreram em nome da ordem virá! um futuro sem classes onde tudo será arte de viver como iguais nós somos! nós somos! nós somos! nós somos
vitória,2015-02-24T00:00:00.000000,sem sinal,"o despertador me rasga o sonho rompendo a conexão há muito não se sente descansado contando os passos, desgastado sozinho, desconectado virtualmente real, o que posso dizer? verdade vazia novas conversas, novas janelas não acham mais espaço aqui ninguém para chamar ninguém para escutar com pouca energia sem sinal, não há conexão tente outra, tente outra vez sem sinal para atualizações tente outra, tente outra vez alerta a esperar por mais informação guardando energia sem sinal, não há conexão tente outra, tente outra vez sem sinal para atualizações tente outra, tente outra vez silencioso, vou vibrar vou vibrar com o que há por vir"
vitória,2015-02-24T00:00:00.000000,lupita,"o acaso se apresenta, tempo se relativiza vida ressurge regras, tempo e desejo o que aconteceu? o que acontecerá? agonia frustrante, futuro do pretérito mais oito, quanto mais? sei bem que o que sinto preferia mentir, mas este não é o acordo seus olhos são, seus olhos vão me arrastar pra sempre um minuto eterno, o perene, o incerto quero me afogar neste momento tantas perguntas, tantas certezas belas escolhas entre o eterno e o feliz erro teu nome, preferia acertar solarei pelo tempo necessário um nome pro perfeito, o que importa? que a vida nos leve a imperfeição de encontros tortos seus olhos são, seus olhos vão me completar como ninguém o lapso, o erro atemporal, o não verbal seus olhos vão me levar à outra coincidência mais um eclipse lunar mal posso esperar seus olhos são, seus olhos vão me arrastar pra sempre um minuto eterno, o perene, o incerto quero me afogar"
vitória,2015-02-24T00:00:00.000000,cara violência,"então é assim, não há remédio ficar aqui, morrer de tédio sentar no sofá sem conversar sentindo o ódio suprimindo em mim esse é o fim, não há mistério olhe pra mim, me dá um crédito sei que nada vai adiantar mas, por favor, para de sorrir escrevo em um esforço para relembrar esclarecer e superar refazer meus passos até aqui tenta me reconstruir é tão ridículo o quão fácil vou me entregar à valente, sedutora que deus faz ao mundo de um inseguro prestes a explodir sempre, sempre, sempre, sempre eu mostrando os dentes com amor sempre, sempre, sempre, sempre eu eô eô só os mais fortes têm o poder você pode o que quiser nessa luxúria que é reagir estará pronto pro que vier foi impossível resistir a me deixar levar e confiar em sua força só me dei conta do que perdi quando vi, tudo ir queimando as pontes, me abandona aqui nesse lugar o covarde e suas escolhas sei que irá seu rumo, dando seus pulos sempre a seduzir sempre, sempre, sempre, sempre eu mostrando os dentes com amor sempre, sempre, sempre, sempre eu eô eô sei viverá em mim e onde mais quiser sua força não tem fim esteja onde estiver"
vitória,2015-02-24T00:00:00.000000,obsoleto,"muitos caminhos pra seguir como um cordeiro, seguiu a multidão tanta cultura pra te fazer melhor entregou seu cérebro a televisão obsoleto! enganado! inútil! descartado! tarde demais pra reclamar de suas escolhas podia ir pra qualquer lugar com medo, arrumou uma função gastou o tempo de tanto trabalhar bater as metas, bônus, promoção obsoleto! inviável! consumidor! imbecil! tarde demais pra reclamar de suas escolhas tarde demais! foi você mesmo que escolheu este caminho tarde demais! deus te quer mal! você se odeia, mas se orgulha do que não é"
vitória,2015-02-24T00:00:00.000000,kryptonita,"o super-homem cai do céu feito uma pedra, kryptonita na vida, nós temos outro estado que não funcionou república rocha destruída por um sopro só rickson francis poderoso, violentamente se expondo a direita tinha razão boson reagan mostra os dentes da vingança bate a porta e se sente mal minha vida, meu erros, todas as regras pisadas ao chão contrato rasgado, instinto saciado, frustração matemática social, coerência primitiva o rei está nu, pune e vigia dia 2 eu morro e cerro os dentes dia 3 a ficha cai, tudo que poderia dia 5, imploro, suplico: ""tente me perdoar"" kryptonita, kryptonita haverá quem nunca vai entender haverá quem não vá perdoar que se cumpra a pena, a falta capital pena de morte pro resto da vida pena de vida numa cultura falida"
vitória,2015-02-24T00:00:00.000000,vitória,"sufocar, atrás de paredes que se fecham numa cidade sem espaço pra crescer optar entre a guilhotina e a gravata se moldando ao meio, imaginando ter poder tudo ao redor parece encolher do pó ao pó nada vai florescer o rolo compressor te atropela vem te esmagar! permanecer de pé! (de pé até o fim) permanecer de pé! (de pé até o fim) focar, competir, vencer! prosseguir por novos caminhos não tão estreitos no labirinto de desejo artificial ser mais um pode fazer toda a diferença não questione ninguem vai te responder inquietação sem poder, sem viver pronto pra ação enfrentar, combater quem for tentar te derrubar tentar te derrubar! permanecer de pé! (de pé até o fim) permanecer de pé! (de pé até o fim) saber o que quer e onde quer chegar permanecer de pé! (de pé até o fim) permanecer de pé! (de pé até o fim) não podem mais te derrubar (não podem mais te derrubar) o antigo, inimigo cedeu o espaço pra um desafio ainda maior se manter de pé contra o que vier vencer os medos mostrar ao que veio ter o foco ali e sempre seguir rumo a vitória!"
vitória,2015-02-24T00:00:00.000000,procrastinando,"você se põe a frente, se julga estar por um triz sempre adiando o que te faz feliz esperando por um gráfico, uma linha reta a seguir procrastinando equivocado tentando confundir só mais um passo, medo do abismo medo de tudo, a vida esperando e você não diz sim procrastinando, procrastinar você se sente abaixo se julga ser o pior sempre adiando o que te faz melhor obcecado por um líder esperando um salvador pragmática sabotagem procrastinador só mais um passo, medo do abismo medo de tudo, a vida esperando e você não diz sim"
vitória,2015-02-24T00:00:00.000000,sausalito,"we born alone, we die alone nem precisava sem assim can't feel the air inside my lung in the bay area cold breeze não acredito, estou sufocando eu vou morrer neste lugar levei uma vida pra chegar até aqui tudo parece se apagar where's the air? mom, please help me i'm gonna die in san francisco shit, what an irony can't feel my arms, can't feel hands at least i saw that big trees este lugar é o mais legal para se morrer sim, eu já me convenci precisa mesmo ser agora? logo na primeira vez? call the rescue, call the police nós vamos ser deportados pra guantánamo ou mofar em alcatraz where's the air? mom, please help me i'm gonna die in san francisco shit, what an irony! não acredito estou sufocando eu vou morrer neste lugar levei uma vida pra chegar até aqui tudo aparece se apagar what i think now? i don't know feel the death, gonna die alone i think i'm happy now in this parking lot de tirar o fôlego este visual sausalito, the last station sausalito, my last breath"
vitória,2015-02-24T00:00:00.000000,gigante e inseguro,"o que despertou tão gigante insegurança? tão preguiçosa busca por informação? o que transformou o que era sede por mudança nesse discurso sobre deus e tradição? perdão por me prender nesse assunto mas é um choque você não recordar o quão de ponta-cabeça era o mundo que o tumulto de quem quis discordar com sua permissão, me censuro ou se quiser, posso sumir e não voltar siga em frente com seu conservadorismo e ponha a ordem necessária a este lugar manter a tradição da exploração, sua família é a eleita foi de oposição a imposição como um direto de direita deixe os gritos nas ruas e não no porão incorporou o ativista do estado e agora chama o golpe de revolução copiou, colou essa imagem do passado deletando todo o sangue pelo chão repetindo com a mesma arrogância mandamentos feitos pra te dominar entregando seu voto de confiança para aquele que vai te crucificar progressistas retrógrados e sociais eleitores dando direitos a humanos, não a pecadores livrai-nos desse mal, dessa falsa moral, livrai-nos desse mal manter a tradição da exploração, sua família é a eleita foi de oposição a imposição como um direto de direita deixe os gritos nas ruas e não no porão poder para o poder, crescer, enriquecer escolher, não escolher, livre para obedecer livrai-nos desse mal dessa falsa moral livrai-nos desse mal"
vitória,2015-02-24T00:00:00.000000,pontilhão,"nos extremos, vivemos, dizem ser moderação dos dois lados da ponte, uma ou outra opção só usamos seus limites pra pular o que nos aniquila poderia nos salvar aprender, perder ou vencer, perder ou vencer nunca nos encontramos, sempre estamos sós nenhuma sutileza, pura padronização culpados recorrentes medrosos culturais isolados funcionais conformados, seguimos em prol da civilização é matar ou morrer, a higiene da competição nos falta tempo para reagir num vazio tratável, confundir aprender, perder ou vencer, perder ou vencer nunca nos encontramos, sempre estamos sós nenhuma sutileza, pura padronização a propaganda, somos todos livres poder de reagir, transformado em esperança e nada mais, e nada mais nunca nos encontramos, sempre estamos sós nenhuma sutileza, pura padronização a propaganda, somos todos livres poder de reagir, transformado em esperança e nada mais, e nada mais"
vitória,2015-02-24T00:00:00.000000,roubando comida,"ele é limpinho toma banho e penteia o cabelinho faz a barba e toma iogurte paga seus impostos em dia fala baixo e respeita o vizinho respeita a polícia militar diz trabalhar feito um camelo e odiar os nordestinos nada melhor um cidadão de bem entende seus direitos pensando mais além sempre pronto pra dar um conselho vê um bom sujeito no espelho se relaciona com as pessoas certas sempre, as mais espertas se diverte na festa murcha uma de testa acredita em violar o estado sempre em seu proveito acredita na família e na igreja uma cidade limpa é o que deseja sem crianças pretas na sarjeta apóia grupos de extermínio nada melhor um cidadão de bem entende seus direitos pensando mais além mas o salário não dava vivia além do que podia comprando tudo o que via, veio a carestia achava entender economia a dívida crescendo e a insatisfação um homem bom com crédito foi preso roubando comida nada melhor (roubando comida) um cidadão de bem (roubando comida) entende seus direitos (roubando comida) pensando mais além"
contra todos,2009-02-03T00:00:00.000000,não,"não, não quero ouvir o que você diz e nem ler as suas regras testando minha paciência ao limite de explodir eu quero fazer no meu tempo chegou minha hora de falar cansei de ouvir sua perfeição sua higiene me insulta e seu medo e pudor me fazem rir é assim, a partir de agora poder em minhas mãos sim! a sua voz ainda é mais alta o que você tem de certo se tornou isso aqui sim, o meu caminho é diferente e sou eu quem vai trilhar"
contra todos,2009-02-03T00:00:00.000000,autonomia,"disse que daqui pra frente seguiria só não se prenderia a nada buscando algo melhor na esperança que consiga e não se engane hora de virar as costas e seguir completou: ""aquele não era mais o caminho."" estar na comunidade era morrer teve coragem de dizer: ""isso não me diz nada mais"" preferiu enfrentar todas as acusações e tatear no escuro honestidade pra manter o sangue quente orgulhoso em ver daqui pra frente só você ouça a música e dance como um louco buscando por autonomia deixe seu coração bater não sinta vergonha, feche os olhos, agora guie sem as mãos deixe seu coração bater nem errado, nem certo nem bem, nem mal nem rico, nem pobre vencedor ou perdedor humilde ou soberbo apenas trilhando algo que é só seu dentro e fora de moldes criando outros clichês ouça a música e dance como um louco buscando por autonomia deixe seu coração bater não sinta vergonha, feche os olhos, agora guie sem as mãos deixe seu coração bater por liberdade e mais ação deixe seu coração bater por mais um sonho, outra mentira deixe seu coração bater"
contra todos,2009-02-03T00:00:00.000000,venceremos,"nós sabemos, as coisas não foram assim tão fáceis in this brazaland way of life poucos ficaram pra contar a história como sabia, não nos odiamos tanto mais fico imaginando quem roubou nossa inocência tento descobrir a quem culpar como nos velhos tempos dedos apontados sendo positivo na melhor das intenções veja, os garotos ainda estão aqui! gritando por mudança veja, eles ainda acreditam em se unir, lutar, ganhar poder tantas divisões pelo caminho nossa guerra sempre foi a menos pior se ainda conseguimos rir de tudo por pior que isso seja ainda faz a diferença fico imaginando quem roubou nossa inocência tento descobrir a quem culpar quero acreditar na velha ou na nova em ser positivo e nunca desistir veja, os garotos ainda estão aqui! gritando por mudança veja, eles ainda acreditam em se unir, lutar, ganhar poder se não somos iguais o que nos mata é sempre o mesmo venceremos! se não estamos unidos saibamos o que derrubar venceremos! se não for por você que seja pelo seu igual venceremos! faça por você! faça por todos nós! faça por ninguém!"
contra todos,2009-02-03T00:00:00.000000,quente,"meus pés não me conduzem mais pra onde quero pra trabalhar, vou pagar bem caro nessa bota de ferro as ruas da cidade vestem rios de uma sopa preta onda de calor refletida num deserto vertical e o sol faz seu papel como sempre fez quantos graus a mais posso suportar esperando suas lentas decisões? procuro pedras frias pra não me queimar onde ando, me protejo, não me comprometo não me importa todo esse inferno escaldante preciso andar bem rápido, de encontro àquela miragem e o sol faz seu papel como nunca fez poeira sobre minha pele combustão nada espontânea veias infladas prestes a explodir quanto tempo até tudo queimar? quantos graus a mais posso suportar esperando suas lentas decisões?"
contra todos,2009-02-03T00:00:00.000000,subprodutos,"a felicidade é para poucos todos nós sabemos, o mundo é ruim a ironia é desejar e nunca ter a propaganda diz: você precisa angústia na virada da estação um produto pra te tornar especial consumo necessário and very cool não seja um perdedor a grande solução, vamos resolver uma pra dormir, duas pra acordar bem adaptados, todos passam bem belo novo mundo buscando sempre o diferencial o importante é nunca se deixar levar intransigente diferença torna igual a ironia é desejar e nunca ter a propaganda diz: você precisa o desejo sempre se parece o mesmo massificado ou customizado vanguarda exigente, mercado especial leve a cópia como se fosse original a grande solução, veja como é simples uma grade aqui, um alarme lá bem resolvidos, todos preparados em nossa igualdade pros mais iguais obviamente paz pra mim e guerra pra todos vocês subproduto do subproduto de todo conceito que cria a cultura do subproduto da massa ou da elite o que somos nós? de toda histeria de estar inserido mesmo outsider ou très impotent no final das contas quem come a bosta de quem? cientistas criando novas soluções artistas sendo originais médicos fazendo pílulas legais escolha, escolha"
contra todos,2009-02-03T00:00:00.000000,asfalto,"de olho na estrada pra partir quantas vezes mais for necessário o ritual a van carregada de estopim munidos de idéias e vontade de poder mais alguns quilômetros, ninguém vai nos parar não recebo aviso de quem nunca se arriscou seguindo as placas do nosso caminho vou retornar daqui ausfahrt ficou pra trás, não consigo encontrar descarregar em ti tudo em que acredito, mas amanha vou embora tenho pouco tempo a dividir o pedágio esta mais caro, é meia volta ou pagar e sustentar uma duzia de bandidos mas vale quase tudo pelo motivo vou retornar daqui ausfahrt ficou pra trás, não consigo encontrar estacionar aqui e rever alguns amigos, novas histórias sobre a guerra não tenho costas pra me levantar dormir quatro minutos até frear os porcos nos pararam, falam do cascalho perguntam pelas notas dos cds pra intimidar vivendo nos buracos do asfalto o combustível que nos faz correr de encontro ao incerto sem meios de prevenir se as coisas vão da certo ou errado ninguém vai nos parar, não tente nos parar não tente nos parar, não tente nos parar (ausfahrt é a maior cidade daqui) (todos procuramos mas ninguém pode encontrar) não tente nos parar (se as coisas podem dar muito certo ali) (por que não podem dar por lá?) vou retornar daqui ausfahrt ficou pra trás, não consigo encontrar descarregar em ti tudo em que acredito, mas amanha vou embora tenho pouco tempo a dividir"
contra todos,2009-02-03T00:00:00.000000,contra todos,"nas armadilhas da cidade que nos causa repulsa nosso horizonte podia ser mais azul mas você fica tão bem sob esses tons de cinza e seus olhos verdes sempre me refletem algo bom isso é uma guerra e nós sabemos, fomos criados no meio disso e no fim das contas ia piorar posso ver que está cansada, entendo seu mau-humor espero que não desista baby, você pode o que quiser a vida é tua, e eu sei, podia ser melhor somos nós contra todos, vamos vencer somos nós contra todos, vamos vencer eu sei, são muitos ladrões, ""gangueiros"", mendigos e ""nóias"" viver no meio do que sobra disso aqui não é tão bom mesmo eles chamando de manhattan o que sabemos ser a bombaim glamourosa baby, você pode o que quiser a vida é tua, e eu sei, podia ser melhor somos nós contra todos, vamos vencer somos nós contra todos, vamos vencer somos parte do jogo sem perceber somos nós contra todos, eu e você contra todos (contra todos, contra todos) contra todos (contra todos, contra todos) somos nós, somos nós, somos nós, somos nós somos nós, somos nós, somos nós, somos nós somos nós contra todos"
contra todos,2009-02-03T00:00:00.000000,shark attack,"here we are, another awesome sunny day warm water, intense ocean blues i got my board and started swimming out from the shore but something bit me and took away my feet shark attack! shark attack! shark attack! shark attack! shark attack! shark attack! olinda shark attack! let the man get what he deserves"
contra todos,2009-02-03T00:00:00.000000,a dialética,"depende de quem compra, depende de quem vende quem vai falar bem, quem é bom ou mal de confiabilidade e mercado pra investir quanto é seguro pra gastar, é pra jogar quando ligarem a luz, basta se prender não se surpreenda com o clima quando aparecer não há espaço para todos ninguém quer perder o foco que não tem depende de quem compra, depende de quem vende quem vai falar bem, quem é bom ou mal de confiabilidade e um bom lobby de banheiro tapinha nas costas pra veicular quem precisa disso? é tudo um grande jogo de quem pode mais joga quem quiser, engole quem acreditar depende de quem compra, depende de quem vende quem vai falar bem, quem é bom ou mal e mais uns pagamentos o lado certo da moeda quem se ilude mais sente mais ser mais quem pensa menos, compra mais barato quem pensar demais, nunca vai levar dinheiro, pra poder pagar e financiar a dialética de quem mente mais guerra de classes e de egos o dividendo da matéria paga o ""sudaquismo"" a se revelar não fecho com ninguém mas minhas veias são altas, é pra jogar"
contra todos,2009-02-03T00:00:00.000000,o melhor exemplo do que não seguir,"estes sapatos não me cabem mais ainda me lembro quando eram confortáveis sua visão me queima os olhos e pasmo, vejo, não existe mais retorno parar o tempo, tentar voltar na beleza deixada em algum lugar por todo esse limite que me impôs nem tudo pode ser contemplação não tenho mais seu tempo pra perder não tente me prender que tenha pressa quem quiser me alcançar, eu também tenho novas paisagens que me façam encontrar outro destino de longe, vou te rejeitando daqui onde estou continuo tão insatisfeito como da última vez sua visão me queima os olhos e pasmo, vejo, não existe mais retorno parar o tempo, tentar voltar na beleza deixada em algum lugar por todo esse limite que me impôs nem tudo pode ser contemplação não tenho mais seu tempo pra perder não tente me prender que tenha pressa quem quiser me alcançar, eu também tenho novas paisagens que me façam encontrar outro destino de longe, vou te rejeitando daqui onde estou continuo tão insatisfeito como da última vez que lhe apontei o dedo, te julguei incapaz seremos o melhor exemplo do que não seguir e dizer sim, e te mostrar, sempre estou certo procurando por algo novo que me traga satisfação eu peguei outro desvio, talvez me afaste mais"
contra todos,2009-02-03T00:00:00.000000,descartáveis,"comece sendo objetivo, tem que ser funcional não se descontrole nunca, ponha metas e siga a melhor opção faça o que dizemos, seja um pouco racional continue nos seguindo, no fim vai ficar tudo bem tudo bem o ganhador, o funcionário do mês tirou a sorte grande na loteria da competência primeiro lugar em produção aplausos ao número um a humanidade é o produto sempre atrás de bonificações porque tudo está à venda, somos todos descartáveis fale baixo, fale baixo, não se exalte não aceitamos esse tom, mas vamos até te ouvir mas até do que diz o salário não é baixo, suas despesas são altas e pra falar com um dos nossos aperte a tecla dois ou aguarde é seu direito nosso dever você é livre pra escolher tenha um pouco de educação a humanidade é o produto sempre atrás de bonificações porque tudo está à venda, somos todos descartáveis faça a opção: commodities, brilho, luxo e emoção compre agora o seu sonho, viva uma vida real você teve sua oportunidade de se adaptar agora você vai pagar, pagar o preço a humanidade é o produto sempre atrás de bonificações porque tudo está à venda, somos todos descartáveis no final, quem vai sobrar será varrido pra debaixo do tapete dessa ilusão dessa ilusão, dessa ilusão quero a américa tomorrow, a madeira não reage"
contra todos,2009-02-03T00:00:00.000000,tupamaru,"quem pode continuar vivendo sob a mira da sua praxis nessa agenda de prosperidade, só quem perde sou eu a vida é bem diferente do que vejo na tv aprendendo a ser escravo dócil com sua informação traduzir acenos de quem determina acalma a multidão o sorriso de ódio que se aproxima pronto pra se espatifar muros de vergonha, documentos seletivos mais de uma fronteira de um só lugar é para a segurança de quem pode pagar quem sobra, quer dançar se todos têm liberdade se palavras tem valor, por que não posso entrar? mais uma campanha, mais de nosso esforço promessas que todos fingem aceitar encher de água o que foi cercado se não me inclui, ninguém vai festejar muros de vergonha, documentos seletivos mais de uma fronteira de um só lugar é para a segurança de quem pode pagar quem sobra, quer dançar se todos têm liberdade se palavras tem valor, por que não posso entrar? sua guerra, meu dinheiro, suas armas, o meu sangue se não dançam todos, não dança ninguém sua produção, meus braços, seu lastro, o meu trabalho se não dançam todos, não dança ninguém não dança ninguém (não dança ninguém)"
contra todos,2009-02-03T00:00:00.000000,armadilhas verbais,"sempre andando em círculos, sempre pouco criativo não importa o que faça pra fazer tudo mais certo o tempo todo do lado errado, a coerência do seu lado não importa o que faça, o lado certo é o seu hoje vai ser diferente sem mais de suas armadilhas verbais e o que parece ser mais irônico aprendi tudo com você alguém me disse, você tem medo de perder o que não tem e esconde sua insegurança por trás de um sorriso o tempo todo do lado errado, a coerência do seu lado não importa o que faça, o lado certo é o seu hoje vai ser diferente sem mais de suas armadilhas verbais e o que parece ser mais irônico vou usá-las em você sem suas piadas sigo em frente agora é bom ouvir o que diz não convence nem a si mesmo está preso em suas armadilhas verbais"
contra todos,2009-02-03T00:00:00.000000,piada liberal,"se ainda acho fácil tudo que mata pago caro e não sinto nenhuma graça se ainda rio da piada, antes eles do que eu mais cinquenta canais consumindo opinião se o sangue jorra longe, não posso ver a cor esperando o intervalo pra sonhar o que permitem que deseje carros, armas e heróis, nada novo sob o céu se as coisas não mudarem no futuro, deus dará porque aqui não vai acontecer mudar não depende só de mim vejo com os olhos que comprei estou prestes a vencer ouvi um cara dizendo: mudei de opinião me envergonho das coisas que me afetam devia ser mais esperto e saber que entendem mais de mim do que eu carros, armas e heróis, novidade sob o céu se tem alguém pensando, já me sinto melhor porque aqui não vai acontecer mudar não depende só de mim vejo com os olhos que comprei estou prestes a vencer veja aonde cheguei, veja como eu sei veja aonde cheguei, veja tá sobrando um trocadinho, vou investir em especulação eu não sei do que se trata, mas me disseram que é bom não olhe pro que é meu, melhor sorte na próxima você devia ter se empenhado mais mercado é liberdade, mercado é a verdade mercado é liberdade pra lucrar porque aqui não vai acontecer mudar não depende só de mim vejo com os olhos que comprei estou prestes a vencer porque aqui não vai acontecer se já demos nossa parcela não importa a que custo for louros pra quem arriscou veja, veja aonde cheguei"
um homem só,2006-07-25T00:00:00.000000,destruir tudo de novo,"é assim a vida é movimento sentados em certezas um dia tudo para sóbrios, ricos e frios novas regras de subversão formatando a verdade e bum... aí está você! a mentira que te satisfaz respostas sempre tão corretas isso faz vender se enganar é bem mais fácil o ódio é uma caixa, e o amor também simples de usar difíceis de aprender todos sabem tudo, menos se calar todos querem ensinar, precisam de atenção a mentira que te satisfaz respostas sempre tão corretas isso faz vender se enganar é bem mais fácil se permitir viver tudo de novo se não estava bem, destruir tudo o que já fez já me basta esse é meu limite não quero ser tão cínico quanto você e tudo vai morrer eu sei mas prefiro estar aqui e tentar a mentira que te satisfaz respostas sempre tão corretas isso faz vender se enganar é bem mais fácil se permitir viver tudo de novo se não estava bem, destruir tudo o que já fez"
um homem só,2006-07-25T00:00:00.000000,didático,"alguém precisa dizer todos devem se calar eles darão novas respostas e onde encontrar a preços baixos juros altos sem saldo devedor não há quase nenhum risco aproveite a cotação é tão simples e didático perca menos, ganhe mais esse é o jogo democrático o que a maioria quer está bem perto miséria vai nos redimir você precisa acreditar pois eles sabem o que é melhor aperte o cinto eles disseram todos devem cooperar novas taxas velhos hábitos baixa estima e pouca informação é tão simples e didático perca menos, ganhe mais esse é o jogo democrático o que a maioria quer todos vão acreditar que não vai poder jogar muitos bancos vão lucrar...vão lucrar... será na próxima eleição não pare, não hesite não existe outra solução... você é só mais uma peça subestimado, amedrontado no seu devido lugar... está bem perto miséria vai nos redimir"
um homem só,2006-07-25T00:00:00.000000,rei de açúcar,"o vento mudou, não sopra a favor no canto dos olhos, a conspiração é quase a hora sem ter o lugar pois servos precisam de queda e ascensão um novo herói irá surgir e se convencer que será eterno quando a chuva cair sonhos sinceros de poder pra corromper bodes expiatórios de um jogo sem fim quando a chuva cair e varrer as certezas (quando a chuva cair) de suas frágeis raízes quando a chuva cair"
um homem só,2006-07-25T00:00:00.000000,fora do mapa,"com tantos instrumentos pra guiar quanto mais depressa e estranho for todos os planos óbvios aos pedaços tentando esconder uma certa frustração fingir, dissimular, tentar fugir sem encontrar o que procurou por vir o presente e o perigo deixar cair até não poder mais sentir a dor o inusitado é o que faz sorrir frio no estômago, luz em tudo que se pode ver e o que é estável? desejos tão incontroláveis fingir, dissimular, tentar fugir sem encontrar o que procurou por vir o presente e o perigo deixar cair até não poder mais sentir a dor tão longe do destino que planejei e devia acontecer sem trilhas e caminhos fora do mapa, onde estou? é fácil acusar, desviar a atenção por vir, o futuro está perdido permitir que a realidade seja aqui que seja sem destino que seja sem razão que seja tão intenso como tudo deve ser eterno como um minuto sem explicação"
um homem só,2006-07-25T00:00:00.000000,oldboy,"vejo, em seus olhos, a derrota o que será de mim a partir daqui? te vendo de joelhos a se humilhar a missão está cumprida antes que esperava não devia ter me empenhado tanto em você podia ter resistido mais quando seus olhos baixaram perdi toda a motivação agora, me encontro aqui parado sentado, esperando outro de você pra dar algum sentido em minha vida viver essa vingança é o que me mantem não devia ter me empenhado tanto em você podia ter resistido mais quando seus olhos baixaram, perdi toda a motivação"
um homem só,2006-07-25T00:00:00.000000,obrigação,"juro que tento entender é difícil mas eu vou te explicar vejo tudo que já tenho em minha vida penso em todos que deixei pra trás nem sempre as coisas mudam pra melhor penso todo dia em nunca voltar eu sei,que perdemos tanto tempo aqui me faço de desententido mas sabemos o que nos prendeu a insegurança é o que fez morrer não é nada confortável não tente entender se não quiser só não me anule pro seu lado siga seu caminho que eu vou seguir o meu nem sempre as coisas mudam pra melhor penso todo dia em nunca voltar eu sei,que perdemos tanto tempo aqui me faço de desententido mas sabemos o que nos prendeu a insegurança é o que fez morrer só queria agradecer por suportar pela primeira vez nos libertar"
um homem só,2006-07-25T00:00:00.000000,diesel,caminhando pra pagar por um pouco de paz andando atoa por aí buscando algo na paisagem (quem pode ver) tanques cheios vão mais longe onde querem chegar não importa o preço vidas dissolvidas em carbono (pra quem vê) é preciso ser um pouco mais velóz tento escapar dessa prisão rumo ao paraíso sem olhar pra trás na bagagem novos truques pra quem nunca viu armas de sobrevivência tão comuns de onde vim (???) é preciso ser um pouco mais velóz tento escapar dessa prisão rumo ao paraíso sem olhar pra trás trago em meu bolso a discórdia trago em meu sangue a destruição construindo quase o mesmo contrariando os meus desejos dessa forma trago o melhor o progresso sempre foi a solução tento escapar dessa prisão rumo ao paraíso sem olhar pra trás trago em meu bolso a discórdia trago em meu sangue a destruição
